	id	name	credits	difficulty	grades	student
403	96	Introduction to Quantum Mechanics I	3	5.0	5.0	Carl Hall
404	27	Introduction to Modern Physics	3	1.0	2.0	George Clark
405	84	Linear Algebra	3	2.0	4.0	Steve Torres
406	50	General Physics II – Electricity and Magnetism	4	5.0	4.0	Jack Evans
407	84	Elementary Differential Equations	3	2.0	4.0	Steve Torres
408	71	Introduction to Quantum Mechanics I	3	5.0	5.0	Keith Green
409	4	Elementary Differential Equations	3	2.0	2.0	Jeffrey Thomas
410	77	Fundamentals of Analysis II	3	1.0	3.0	Benjamin Campbell
411	73	Introduction to Quantum Mechanics II	3	5.0	5.0	Willie Adams
412	9	Calculus for Science and Engineering II	4	3.0	5.0	John Smith
413	45	Fundamentals of Analysis II	3	1.0	1.0	Gregory Campbell
414	30	Calculus for Science and Engineering III	3	1.0	2.0	Jason Walker
415	88	General Physics I – Mechanics	4	4.0	5.0	Randy Nelson
416	43	General Physics II – Electricity and Magnetism	4	5.0	4.0	Benjamin Hill
417	60	General Physics II – Electricity and Magnetism	4	5.0	5.0	Walter Clark
418	40	Introduction to Complex Analysis	3	4.0	4.0	Justin Baker
419	59	Linear Algebra	3	2.0	3.0	Zachary Martinez
420	44	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Samuel Ramirez
421	8	Linear Algebra	3	2.0	2.0	Sharon Allen
422	7	Introduction to Abstract Algebra	3	5.0	5.0	Timothy Carter
423	25	Introduction to Modern Physics	3	1.0	3.0	Kevin Gonzalez
424	29	Introduction to Complex Analysis	3	4.0	5.0	Ronald Robinson
425	31	Cosmology and the Structure of the Universe	3	2.0	3.0	Jeffrey Perez
426	87	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Aaron Lewis
427	63	Introduction to Solid State Physics	3	1.0	2.0	Arthur Perez
428	21	Introduction to Abstract Algebra	3	5.0	5.0	Mark Thompson
429	61	Introduction to Abstract Algebra	3	5.0	5.0	Kyle Robinson
430	34	Modern Cosmology	3	3.0	4.0	Gary Allen
431	51	Laser Physics	3	4.0	5.0	Dennis Turner
432	98	Introduction to Modern Physics	3	1.0	3.0	Eugene Allen
433	8	Physical Optics	3	2.0	2.0	Sharon Allen
434	45	Calculus for Science and Engineering III	3	1.0	1.0	Gregory Campbell
435	48	Calculus for Science and Engineering III	3	1.0	3.0	Patrick Carter
436	68	Classical Mechanics	3	1.0	2.0	Jack Wright
437	47	Calculus for Science and Engineering I	4	5.0	5.0	Raymond Roberts
438	39	Calculus for Science and Engineering III	3	1.0	2.0	Larry Green
439	37	Introduction to Complex Analysis	3	4.0	4.0	Stephen King
440	43	Introduction to Abstract Algebra	3	5.0	4.0	Benjamin Hill
441	3	General Relativity	3	5.0	5.0	Anthony Jones
442	31	Calculus for Science and Engineering II	4	3.0	4.0	Jeffrey Perez
443	40	Calculus for Science and Engineering II	4	3.0	3.0	Justin Baker
444	1	Introduction to Solid State Physics	3	1.0	3.0	Jennifer Jones
445	28	Fundamentals of Analysis II	3	1.0	2.0	Edward Lewis
446	93	Introduction to Solid State Physics	3	1.0	3.0	Phillip Robinson
447	18	Introduction to Modern Physics	3	1.0	3.0	Charles Moore
448	45	General Physics I – Mechanics	4	4.0	3.0	Gregory Campbell
449	67	Introduction to Modern Physics	3	1.0	2.0	Juan Sanchez
450	46	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Frank Mitchell
451	6	Introduction to Modern Physics	3	1.0	2.0	Amanda Anderson
452	75	Calculus for Science and Engineering III	3	1.0	1.0	Nicholas Hill
453	43	Cosmology and the Structure of the Universe	3	2.0	3.0	Benjamin Hill
454	24	Calculus for Science and Engineering III	3	1.0	3.0	Paul Lee
455	93	Introduction to Modern Physics	3	1.0	3.0	Phillip Robinson
456	67	Linear Algebra	3	2.0	3.0	Juan Sanchez
457	1	General Physics II – Electricity and Magnetism	4	5.0	5.0	Jennifer Jones
458	40	Introduction to Solid State Physics	3	1.0	2.0	Justin Baker
459	56	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Douglas Nelson
460	10	Linear Algebra	3	2.0	3.0	Patricia Brown
461	11	Introduction to Complex Analysis	3	4.0	5.0	Robert Johnson
462	88	Calculus for Science and Engineering II	4	3.0	5.0	Randy Nelson
463	5	General Physics II – Electricity and Magnetism	4	5.0	5.0	Andrew White
464	72	Classical Mechanics	3	1.0	3.0	Samuel Baker
465	65	Introduction to Complex Analysis	3	4.0	4.0	Roger Young
466	80	Elementary Differential Equations	3	2.0	2.0	Adam Carter
467	6	Physical Optics	3	2.0	3.0	Amanda Anderson
468	7	General Physics II – Electricity and Magnetism	4	5.0	5.0	Timothy Carter
469	72	Fundamentals of Analysis I	3	4.0	5.0	Samuel Baker
470	71	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Keith Green
471	76	Fundamentals of Analysis II	3	1.0	3.0	Roy Ramirez
472	31	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Jeffrey Perez
473	37	Thermodynamics and Statistical Mechanics	3	4.0	4.0	Stephen King
474	55	General Physics I – Mechanics	4	4.0	5.0	Henry Lewis
475	88	Introduction to Abstract Algebra	3	5.0	5.0	Randy Nelson
476	3	Introduction to Abstract Algebra	3	5.0	5.0	Anthony Jones
477	66	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Joe Allen
478	25	Elementary Differential Equations	3	2.0	4.0	Kevin Gonzalez
479	57	Introduction to Abstract Algebra	3	5.0	5.0	Adam Baker
480	66	Introduction to Solid State Physics	3	1.0	2.0	Joe Allen
481	13	Classical Mechanics	3	1.0	1.0	William Miller
482	5	Classical Mechanics	3	1.0	2.0	Andrew White
483	95	Introduction to Quantum Mechanics II	3	5.0	4.0	Larry Perez
484	33	Introduction to Abstract Algebra	3	5.0	5.0	Jacob Young
485	86	Physical Optics	3	2.0	3.0	Jeremy White
486	82	Fundamentals of Analysis II	3	1.0	1.0	Wayne Evans
487	90	General Physics I – Mechanics	4	4.0	5.0	Raymond Wilson
488	5	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Andrew White
489	43	Classical Mechanics	3	1.0	2.0	Benjamin Hill
490	22	Classical Mechanics	3	1.0	1.0	Donald White
491	71	Fundamentals of Analysis I	3	4.0	5.0	Keith Green
492	86	General Physics I – Mechanics	4	4.0	4.0	Jeremy White
493	34	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Gary Allen
494	11	Introduction to Quantum Mechanics II	3	5.0	5.0	Robert Johnson
495	78	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Bruce Mitchell
496	57	Calculus for Science and Engineering III	3	1.0	2.0	Adam Baker
497	50	Elementary Differential Equations	3	2.0	3.0	Jack Evans
498	68	Introduction to Complex Analysis	3	4.0	5.0	Jack Wright
499	17	General Physics I – Mechanics	4	4.0	5.0	Thomas Hernandez
500	14	Introduction to Complex Analysis	3	4.0	5.0	David Wilson
501	24	Introduction to Quantum Mechanics II	3	5.0	5.0	Paul Lee
502	35	Classical Mechanics	3	1.0	3.0	Nicholas Sanchez
503	95	Calculus for Science and Engineering III	3	1.0	2.0	Larry Perez
504	92	General Physics I – Mechanics	4	4.0	5.0	Johnny Clark
505	65	Thermodynamics and Statistical Mechanics	3	4.0	4.0	Roger Young
506	70	Calculus for Science and Engineering III	3	1.0	1.0	Gerald Scott
507	32	General Physics II – Electricity and Magnetism	4	5.0	5.0	Ryan Hall
508	61	Calculus for Science and Engineering II	4	3.0	5.0	Kyle Robinson
509	71	Elementary Differential Equations	3	2.0	4.0	Keith Green
510	47	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Raymond Roberts
511	63	General Physics II – Electricity and Magnetism	4	5.0	4.0	Arthur Perez
512	64	Introduction to Modern Physics	3	1.0	2.0	Ryan Hall
513	9	Elementary Differential Equations	3	2.0	4.0	John Smith
514	10	Introduction to Quantum Mechanics II	3	5.0	5.0	Patricia Brown
515	31	Introduction to Modern Physics	3	1.0	2.0	Jeffrey Perez
516	65	Introduction to Abstract Algebra	3	5.0	4.0	Roger Young
517	55	Calculus for Science and Engineering III	3	1.0	3.0	Henry Lewis
518	55	Introduction to Abstract Algebra	3	5.0	5.0	Henry Lewis
519	73	Elementary Differential Equations	3	2.0	4.0	Willie Adams
520	10	Calculus for Science and Engineering III	3	1.0	2.0	Patricia Brown
521	83	Introduction to Quantum Mechanics II	3	5.0	4.0	Billy Turner
522	38	Linear Algebra	3	2.0	3.0	Jonathan Scott
523	38	General Physics I – Mechanics	4	4.0	5.0	Jonathan Scott
524	24	Introduction to Modern Physics	3	1.0	3.0	Paul Lee
525	61	Introduction to Complex Analysis	3	4.0	5.0	Kyle Robinson
526	25	General Physics II – Electricity and Magnetism	4	5.0	5.0	Kevin Gonzalez
527	27	Elementary Differential Equations	3	2.0	3.0	George Clark
528	62	Introduction to Abstract Algebra	3	5.0	5.0	Carl Walker
529	44	Introduction to Solid State Physics	3	1.0	1.0	Samuel Ramirez
530	36	Introduction to Quantum Mechanics II	3	5.0	5.0	Eric Wright
531	29	Classical Mechanics	3	1.0	3.0	Ronald Robinson
532	36	Introduction to Quantum Mechanics I	3	5.0	5.0	Eric Wright
533	90	Fundamentals of Analysis II	3	1.0	3.0	Raymond Wilson
534	24	Physical Optics	3	2.0	4.0	Paul Lee
535	82	Introduction to Quantum Mechanics II	3	5.0	3.0	Wayne Evans
536	36	Calculus for Science and Engineering II	4	3.0	4.0	Eric Wright
537	25	Introduction to Complex Analysis	3	4.0	5.0	Kevin Gonzalez
538	38	Introduction to Abstract Algebra	3	5.0	5.0	Jonathan Scott
539	14	Calculus for Science and Engineering III	3	1.0	3.0	David Wilson
540	30	Calculus for Science and Engineering I	4	5.0	4.0	Jason Walker
541	70	Introduction to Quantum Mechanics II	3	5.0	3.0	Gerald Scott
542	39	Laser Physics	3	4.0	5.0	Larry Green
543	0	Fundamentals of Analysis II	3	1.0	2.0	Elizabeth White
544	22	Introduction to Modern Physics	3	1.0	1.0	Donald White
545	66	Introduction to Quantum Mechanics I	3		5.0	Joe Allen
546	14	Introduction to Abstract Algebra	3	5.0	5.0	David Wilson
547	93	Linear Algebra	3	2.0	4.0	Phillip Robinson
548	53	Laser Physics	3	4.0	5.0	Tyler Anderson
549	44	Introduction to Quantum Mechanics I	3	5.0	3.0	Samuel Ramirez
550	54	Introduction to Modern Physics	3	1.0	2.0	Aaron White
551	61	Introduction to Modern Physics	3	1.0	3.0	Kyle Robinson
552	31	Calculus for Science and Engineering I	4	5.0	5.0	Jeffrey Perez
553	79	Calculus for Science and Engineering II	4	3.0	5.0	Brandon Roberts
554	98	Physical Optics	3	2.0	4.0	Eugene Allen
555	57	Linear Algebra	3	2.0	3.0	Adam Baker
556	71	Linear Algebra	3	2.0	4.0	Keith Green
557	86	Fundamentals of Analysis I	3	4.0	4.0	Jeremy White
558	52	Calculus for Science and Engineering I	4	5.0	3.0	Jerry Torres
559	80	Introduction to Modern Physics	3	1.0	1.0	Adam Carter
560	44	Fundamentals of Analysis II	3	1.0	1.0	Samuel Ramirez
561	63	Introduction to Abstract Algebra	3	5.0	4.0	Arthur Perez
562	85	General Physics I – Mechanics	4	4.0	3.0	Louis Anderson
563	85	Introduction to Abstract Algebra	3	5.0	3.0	Louis Anderson
564	91	Fundamentals of Analysis II	3	1.0	2.0	Bobby Martinez
565	66	Laser Physics	3	4.0	5.0	Joe Allen
566	26	Introduction to Quantum Mechanics II	3	5.0	5.0	Brian Harris
567	62	Fundamentals of Analysis I	3	4.0	5.0	Carl Walker
568	64	Calculus for Science and Engineering III	3	1.0	2.0	Ryan Hall
569	32	General Physics I – Mechanics	4	4.0	5.0	Ryan Hall
570	26	Calculus for Science and Engineering I	4	5.0	5.0	Brian Harris
571	23	Calculus for Science and Engineering III	3	1.0	3.0	Steven Lopez
572	42	Calculus for Science and Engineering I	4	5.0	4.0	Brandon Nelson
573	61	Calculus for Science and Engineering I	4	5.0	5.0	Kyle Robinson
574	83	Modern Cosmology	3	3.0	3.0	Billy Turner
575	36	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Eric Wright
576	60	General Relativity	3	5.0	5.0	Walter Clark
577	58	Classical Mechanics	3	1.0	3.0	Nathan Wilson
578	0	General Physics I – Mechanics	4	4.0	5.0	Elizabeth White
579	75	General Physics I – Mechanics	4	4.0	3.0	Nicholas Hill
580	19	Introduction to Quantum Mechanics I	3	5.0	3.0	Daniel Martin
581	57	Calculus for Science and Engineering I	4	5.0	5.0	Adam Baker
582	42	Introduction to Quantum Mechanics II	3	5.0	4.0	Brandon Nelson
583	10	General Physics I – Mechanics	4	4.0	5.0	Patricia Brown
584	16	Fundamentals of Analysis II	3	1.0	2.0	Joseph Taylor
585	0	Linear Algebra	3	2.0	3.0	Elizabeth White
586	39	General Physics I – Mechanics	4	4.0	5.0	Larry Green
587	58	Introduction to Solid State Physics	3	1.0	3.0	Nathan Wilson
588	74	General Relativity	3	5.0	5.0	Lawrence Nelson
589	46	Laser Physics	3	4.0	5.0	Frank Mitchell
590	64	Introduction to Complex Analysis	3	4.0	5.0	Ryan Hall
591	91	Fundamentals of Analysis I	3	4.0	5.0	Bobby Martinez
592	56	Physical Optics	3	2.0	4.0	Douglas Nelson
593	84	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Steve Torres
594	19	Fundamentals of Analysis I	3	4.0	3.0	Daniel Martin
595	26	Laser Physics	3	4.0	5.0	Brian Harris
596	57	Introduction to Complex Analysis	3	4.0	5.0	Adam Baker
597	20	Introduction to Quantum Mechanics I	3	5.0	3.0	Matthew Jackson
598	92	Introduction to Quantum Mechanics I	3	5.0	5.0	Johnny Clark
599	12	Elementary Differential Equations	3	2.0	2.0	Michael Davis
600	15	Cosmology and the Structure of the Universe	3	2.0	2.0	Richard Martinez
601	86	Introduction to Quantum Mechanics II	3	5.0	4.0	Jeremy White
602	87	Fundamentals of Analysis I	3	4.0	5.0	Aaron Lewis
603	90	Introduction to Complex Analysis	3	4.0	5.0	Raymond Wilson
604	97	Calculus for Science and Engineering II	4	3.0	4.0	Howard Young
605	83	Elementary Differential Equations	3	2.0	3.0	Billy Turner
606	50	General Relativity	3	5.0	4.0	Jack Evans
607	7	Introduction to Modern Physics	3	1.0	2.0	Timothy Carter
608	14	Introduction to Nuclear and Particle Physics	3	5.0	5.0	David Wilson
609	28	Introduction to Complex Analysis	3	4.0	5.0	Edward Lewis
610	47	Modern Cosmology	3	3.0	4.0	Raymond Roberts
611	54	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Aaron White
612	80	Introduction to Quantum Mechanics I	3	5.0	3.0	Adam Carter
613	72	Introduction to Quantum Mechanics I	3	5.0	5.0	Samuel Baker
614	8	General Physics I – Mechanics	4	4.0	3.0	Sharon Allen
615	17	Introduction to Quantum Mechanics I	3	5.0	5.0	Thomas Hernandez
616	70	Introduction to Modern Physics	3	1.0	1.0	Gerald Scott
617	10	Introduction to Quantum Mechanics I	3	5.0	5.0	Patricia Brown
618	0	General Physics II – Electricity and Magnetism	4	5.0	5.0	Elizabeth White
619	44	Introduction to Quantum Mechanics II	3	5.0	3.0	Samuel Ramirez
620	60	General Physics I – Mechanics	4	4.0	5.0	Walter Clark
621	85	Introduction to Quantum Mechanics I	3	5.0	3.0	Louis Anderson
622	15	Introduction to Abstract Algebra	3	5.0	3.0	Richard Martinez
623	51	Introduction to Complex Analysis	3	4.0	5.0	Dennis Turner
624	80	General Physics II – Electricity and Magnetism	4	5.0	3.0	Adam Carter
625	17	Linear Algebra	3	2.0	4.0	Thomas Hernandez
626	57	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Adam Baker
627	74	Introduction to Complex Analysis	3	4.0	5.0	Lawrence Nelson
628	76	Introduction to Modern Physics	3	1.0	3.0	Roy Ramirez
629	56	Fundamentals of Analysis II	3	1.0	3.0	Douglas Nelson
630	45	Elementary Differential Equations	3	2.0	2.0	Gregory Campbell
631	9	Fundamentals of Analysis II	3	1.0	3.0	John Smith
632	70	Introduction to Quantum Mechanics I	3	5.0	3.0	Gerald Scott
633	86	Modern Cosmology	3	3.0	3.0	Jeremy White
634	77	Elementary Differential Equations	3	2.0	4.0	Benjamin Campbell
635	61	Modern Cosmology	3	3.0	5.0	Kyle Robinson
636	98	Calculus for Science and Engineering III	3	1.0	3.0	Eugene Allen
637	21	Calculus for Science and Engineering III	3	1.0	3.0	Mark Thompson
638	71	Introduction to Abstract Algebra	3	5.0	5.0	Keith Green
639	78	Calculus for Science and Engineering III	3	1.0	3.0	Bruce Mitchell
640	46	Introduction to Solid State Physics	3	1.0	3.0	Frank Mitchell
641	11	Introduction to Modern Physics	3	1.0	2.0	Robert Johnson
642	5	Introduction to Modern Physics	3	1.0	2.0	Andrew White
643	83	Introduction to Abstract Algebra	3	5.0	4.0	Billy Turner
644	87	Introduction to Abstract Algebra	3	5.0	5.0	Aaron Lewis
645	45	General Physics II – Electricity and Magnetism	4	5.0	3.0	Gregory Campbell
646	96	Linear Algebra	3	2.0	4.0	Carl Hall
647	83	Classical Mechanics	3	1.0	2.0	Billy Turner
648	46	Calculus for Science and Engineering I	4	5.0	5.0	Frank Mitchell
649	90	Calculus for Science and Engineering II	4	3.0	5.0	Raymond Wilson
650	12	Introduction to Quantum Mechanics I	3	5.0	3.0	Michael Davis
651	96	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Carl Hall
652	6	Introduction to Abstract Algebra	3	5.0	5.0	Amanda Anderson
653	21	General Physics II – Electricity and Magnetism	4	5.0	5.0	Mark Thompson
654	4	Calculus for Science and Engineering II	4	3.0	2.0	Jeffrey Thomas
655	42	Introduction to Quantum Mechanics I	3	5.0	4.0	Brandon Nelson
656	72	Calculus for Science and Engineering II	4	3.0	5.0	Samuel Baker
657	43	Introduction to Solid State Physics	3	1.0	2.0	Benjamin Hill
658	60	Classical Mechanics	3	1.0	3.0	Walter Clark
659	11	Calculus for Science and Engineering III	3	1.0	2.0	Robert Johnson
660	48	Elementary Differential Equations	3	2.0	4.0	Patrick Carter
661	40	Cosmology and the Structure of the Universe	3	2.0	3.0	Justin Baker
662	57	Laser Physics	3	4.0	5.0	Adam Baker
663	87	Physical Optics	3	2.0	4.0	Aaron Lewis
664	97	General Physics II – Electricity and Magnetism	4	5.0	5.0	Howard Young
665	40	Introduction to Modern Physics	3	1.0	2.0	Justin Baker
666	74	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Lawrence Nelson
667	43	Introduction to Complex Analysis	3	4.0	4.0	Benjamin Hill
668	20	Introduction to Abstract Algebra	3	5.0	3.0	Matthew Jackson
669	98	Introduction to Quantum Mechanics I	3	5.0	5.0	Eugene Allen
670	51	Calculus for Science and Engineering III	3	1.0	3.0	Dennis Turner
671	11	Fundamentals of Analysis II	3	1.0	2.0	Robert Johnson
672	91	Elementary Differential Equations	3	2.0	3.0	Bobby Martinez
673	72	General Physics II – Electricity and Magnetism	4	5.0	5.0	Samuel Baker
674	43	Calculus for Science and Engineering I	4	5.0	4.0	Benjamin Hill
675	55	Introduction to Quantum Mechanics I	3	5.0	5.0	Henry Lewis
676	45	Physical Optics	3	2.0	2.0	Gregory Campbell
677	35	Elementary Differential Equations	3	2.0	4.0	Nicholas Sanchez
678	85	Fundamentals of Analysis I	3	4.0	3.0	Louis Anderson
679	13	Introduction to Quantum Mechanics I	3	5.0	3.0	William Miller
680	43	Introduction to Quantum Mechanics II	3	5.0	4.0	Benjamin Hill
681	95	Linear Algebra	3	2.0	3.0	Larry Perez
682	91	General Physics I – Mechanics	4	4.0	5.0	Bobby Martinez
683	36	Fundamentals of Analysis I	3	4.0	5.0	Eric Wright
684	16	Introduction to Quantum Mechanics II	3	5.0	5.0	Joseph Taylor
685	62	General Physics I – Mechanics	4	4.0	5.0	Carl Walker
686	21	Modern Cosmology	3	3.0	5.0	Mark Thompson
687	35	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Nicholas Sanchez
688	21	Introduction to Quantum Mechanics I	3	5.0	5.0	Mark Thompson
689	52	General Physics II – Electricity and Magnetism	4	5.0	3.0	Jerry Torres
690	65	Introduction to Quantum Mechanics II	3	5.0	4.0	Roger Young
691	41	Cosmology and the Structure of the Universe	3	2.0	2.0	Scott Adams
692	16	Calculus for Science and Engineering III	3	1.0	2.0	Joseph Taylor
693	64	Fundamentals of Analysis I	3	4.0	5.0	Ryan Hall
694	53	General Physics I – Mechanics	4	4.0	5.0	Tyler Anderson
695	81	Modern Cosmology	3	3.0	3.0	Harry Phillips
696	93	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Phillip Robinson
697	5	Cosmology and the Structure of the Universe	3	2.0	3.0	Andrew White
698	48	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Patrick Carter
699	33	Introduction to Quantum Mechanics I	3	5.0	5.0	Jacob Young
700	93	Fundamentals of Analysis II	3	1.0	3.0	Phillip Robinson
701	91	Calculus for Science and Engineering I	4	5.0	5.0	Bobby Martinez
702	17	Elementary Differential Equations	3	2.0	4.0	Thomas Hernandez
703	45	Introduction to Complex Analysis	3	4.0	3.0	Gregory Campbell
704	33	Laser Physics	3	4.0	5.0	Jacob Young
705	41	Modern Cosmology	3	3.0	2.0	Scott Adams
706	16	Classical Mechanics	3	1.0	2.0	Joseph Taylor
707	77	Introduction to Modern Physics	3	1.0	3.0	Benjamin Campbell
708	40	Fundamentals of Analysis I	3	4.0	4.0	Justin Baker
709	65	General Relativity	3	5.0	4.0	Roger Young
710	63	Introduction to Complex Analysis	3	4.0	4.0	Arthur Perez
711	5	Introduction to Complex Analysis	3	4.0	5.0	Andrew White
712	68	Linear Algebra	3	2.0	3.0	Jack Wright
713	89	Linear Algebra	3	2.0	3.0	Eugene Baker
714	85	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Louis Anderson
715	35	Introduction to Complex Analysis	3	4.0	5.0	Nicholas Sanchez
716	27	Calculus for Science and Engineering I	4	5.0	4.0	George Clark
717	18	Elementary Differential Equations	3	2.0	4.0	Charles Moore
718	12	Introduction to Solid State Physics	3	1.0	1.0	Michael Davis
719	26	Calculus for Science and Engineering III	3	1.0	3.0	Brian Harris
720	20	Introduction to Solid State Physics	3	1.0	1.0	Matthew Jackson
721	80	Introduction to Solid State Physics	3	1.0	1.0	Adam Carter
722	9	General Physics I – Mechanics	4	4.0	5.0	John Smith
723	34	Introduction to Modern Physics	3	1.0	2.0	Gary Allen
724	11	Introduction to Abstract Algebra	3	5.0	5.0	Robert Johnson
725	48	Fundamentals of Analysis I	3	4.0	5.0	Patrick Carter
726	40	General Physics II – Electricity and Magnetism	4	5.0	4.0	Justin Baker
727	85	Calculus for Science and Engineering I	4	5.0	3.0	Louis Anderson
728	73	Linear Algebra	3	2.0	4.0	Willie Adams
729	36	General Relativity	3	5.0	5.0	Eric Wright
730	88	Cosmology and the Structure of the Universe	3	2.0	4.0	Randy Nelson
731	46	Fundamentals of Analysis I	3	4.0	5.0	Frank Mitchell
732	61	Linear Algebra	3	2.0	4.0	Kyle Robinson
733	62	Calculus for Science and Engineering II	4	3.0	4.0	Carl Walker
734	56	General Physics I – Mechanics	4	4.0	5.0	Douglas Nelson
735	23	Physical Optics	3	2.0	4.0	Steven Lopez
736	47	Introduction to Quantum Mechanics I	3	5.0	5.0	Raymond Roberts
737	40	General Physics I – Mechanics	4	4.0	4.0	Justin Baker
738	92	Cosmology and the Structure of the Universe	3	2.0	4.0	Johnny Clark
739	51	Introduction to Quantum Mechanics I	3	5.0	5.0	Dennis Turner
740	55	Introduction to Modern Physics	3	1.0	3.0	Henry Lewis
741	94	Cosmology and the Structure of the Universe	3	2.0	4.0	Paul Walker
742	20	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Matthew Jackson
743	91	Calculus for Science and Engineering II	4	3.0	4.0	Bobby Martinez
744	41	Calculus for Science and Engineering I	4	5.0	3.0	Scott Adams
745	69	Introduction to Quantum Mechanics I	3	5.0	5.0	Harold King
746	59	Introduction to Quantum Mechanics I	3	5.0	4.0	Zachary Martinez
747	33	Calculus for Science and Engineering I	4	5.0	5.0	Jacob Young
748	70	Classical Mechanics	3	1.0	1.0	Gerald Scott
749	27	General Physics I – Mechanics	4	4.0	4.0	George Clark
750	29	Introduction to Quantum Mechanics II	3	5.0	5.0	Ronald Robinson
751	82	Introduction to Complex Analysis	3	4.0	3.0	Wayne Evans
752	33	Calculus for Science and Engineering III	3	1.0	3.0	Jacob Young
753	12	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Michael Davis
754	73	Introduction to Quantum Mechanics I	3	5.0	5.0	Willie Adams
755	44	Modern Cosmology	3	3.0	2.0	Samuel Ramirez
756	25	Introduction to Abstract Algebra	3	5.0	5.0	Kevin Gonzalez
757	71	General Physics II – Electricity and Magnetism	4	5.0	5.0	Keith Green
758	9	Laser Physics	3	4.0	5.0	John Smith
759	51	General Physics II – Electricity and Magnetism	4	5.0	5.0	Dennis Turner
760	59	Fundamentals of Analysis II	3	1.0	2.0	Zachary Martinez
761	34	Fundamentals of Analysis I	3	4.0	5.0	Gary Allen
762	33	Introduction to Solid State Physics	3	1.0	3.0	Jacob Young
763	66	Linear Algebra	3	2.0	3.0	Joe Allen
764	90	General Relativity	3	5.0	5.0	Raymond Wilson
765	59	Introduction to Nuclear and Particle Physics	3	5.0	4.0	Zachary Martinez
766	32	Introduction to Modern Physics	3	1.0	2.0	Ryan Hall
767	23	Introduction to Quantum Mechanics II	3	5.0	5.0	Steven Lopez
768	52	Introduction to Modern Physics	3	1.0	1.0	Jerry Torres
769	16	Introduction to Solid State Physics	3	1.0	2.0	Joseph Taylor
770	28	Modern Cosmology	3	3.0	4.0	Edward Lewis
771	48	Physical Optics	3	2.0	4.0	Patrick Carter
772	55	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Henry Lewis
773	77	General Physics I – Mechanics	4	4.0	5.0	Benjamin Campbell
774	38	Fundamentals of Analysis I	3	4.0	5.0	Jonathan Scott
775	40	Linear Algebra	3	2.0	3.0	Justin Baker
776	15	Classical Mechanics	3	1.0	1.0	Richard Martinez
777	50	Physical Optics	3	2.0	3.0	Jack Evans
778	87	Calculus for Science and Engineering I	4	5.0	5.0	Aaron Lewis
779	22	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Donald White
780	9	General Physics II – Electricity and Magnetism	4	5.0	5.0	John Smith
781	29	Introduction to Modern Physics	3	1.0	3.0	Ronald Robinson
782	90	Calculus for Science and Engineering III	3	1.0	3.0	Raymond Wilson
783	32	Fundamentals of Analysis I	3	4.0	5.0	Ryan Hall
784	8	Laser Physics	3	4.0	3.0	Sharon Allen
785	67	General Physics II – Electricity and Magnetism	4	5.0	4.0	Juan Sanchez
786	3	Elementary Differential Equations	3	2.0	3.0	Anthony Jones
787	15	Fundamentals of Analysis II	3	1.0	1.0	Richard Martinez
788	36	Modern Cosmology	3	3.0	4.0	Eric Wright
789	25	Physical Optics	3	2.0	4.0	Kevin Gonzalez
790	1	Calculus for Science and Engineering I	4	5.0	5.0	Jennifer Jones
791	76	Introduction to Complex Analysis	3	4.0	5.0	Roy Ramirez
792	54	Introduction to Quantum Mechanics II	3	5.0	5.0	Aaron White
793	73	Introduction to Complex Analysis	3	4.0	5.0	Willie Adams
794	29	General Physics I – Mechanics	4	4.0	5.0	Ronald Robinson
795	66	Introduction to Quantum Mechanics II	3	5.0	5.0	Joe Allen
796	10	Calculus for Science and Engineering II	4	3.0	4.0	Patricia Brown
797	29	Linear Algebra	3	2.0	4.0	Ronald Robinson
798	25	Cosmology and the Structure of the Universe	3	2.0	4.0	Kevin Gonzalez
799	39	Linear Algebra	3	2.0	3.0	Larry Green
800	74	Calculus for Science and Engineering III	3	1.0	2.0	Lawrence Nelson
801	58	Linear Algebra	3	2.0	4.0	Nathan Wilson
802	24	Fundamentals of Analysis II	3	1.0	3.0	Paul Lee
